atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	SMARTS	SMARTS_index	interaction_types
C_pi_don	430	0.0	1.3625380767769315	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;hbond_weak;pi
C_pi_don	430	0.0	2.270780445798465	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;hbond_weak;pi
N_don_pos	398	0.0	0.337395952427809	0.0	0.0	0.0	-	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_don_pos	398	0.0	1.5009836007085209	0.0	0.0	0.0	-	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_don_pos	398	0.0	1.1702137294392634	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_don_pos	398	0.0	1.1859469392493651	0.0	0.0	0.0	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_don_pos	398	0.0	1.7665020081703149	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_don_pos	398	0.0	1.1316776399846291	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_pi_don_pos	434	0.0	0.0299319169351256	0.0	0.0		0	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak;pi
N_pi_don_pos	434	0.0	0.3071408438587745	0.0	0.0	0.0	-	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak;pi
N_pi_don_pos	434	1.0	0.5532852041730013	1.8073861228490755	0.0	6.11026747056157	0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak;pi
N_pi_don_pos	434	0.0	1.0412624858097397	0.0	0.0	0.0	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak;pi
N_pi_don_pos	434	1.0	1.5319935839422514	0.6527442480710122	0.0	2.975856034164209	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak;pi
N_pi_don_pos	434	0.0	0.8367509785930588	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak;pi
O_pi_acc_neg	346	0.0	1.2779247017809314	0.0	0.0	0.0	-	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
O_pi_acc_neg	346	0.0	2.601522833860076	0.0	0.0	0.0	-	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
O_pi_acc_neg	346	0.0	3.1756811758976458	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
O_pi_acc_neg	346	2.0	5.569148869631066	0.3591213032400931	0.0	0.934344928638228	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
O_pi_acc_neg	346	0.0	4.338861576574305	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
O_pi_acc_neg	346	0.0	0.2710992329183692	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
O_pi_mix	420	0.0	0.3481765706705645	0.0	0.0	0.0	-	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
O_pi_mix	420	0.0	0.0385764417982832	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
O_pi_mix	420	1.0	0.4890349076950765	2.044843802077869	0.0	8.215143667183018	0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
O_pi_mix	420	2.0	1.6511203258249871	1.2112987580118937	0.0	2.976336909483779	0	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
O_pi_mix	420	12.0	2.376977155328308	5.048428830332011	2.9679515805866314	7.313067108266822	+	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
O_pi_mix	420	1.0	0.385691027905909	2.592748930223894	0.0	7.599565746858325	0	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
N_pi_arom_don	442	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
N_pi_arom_don	442	0.0	0.2374885996971648	0.0	0.0	0.0	-	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	442	0.0	0.1519627693593646	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	442	0.0	0.4708621434427387	0.0	0.0	0.0	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	442	2.0	1.1418610146096335	1.7515266520275563	0.0	4.590928957563902	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	442	0.0	0.7013132337438385	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
C_ali_apol	259	0.0	0.044641769607475	0.0	0.0		0	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
C_ali_apol	259	0.0	0.2512855662068267	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
C_ali_apol	259	1.0	2.387518234607232	0.4188449685974896	0.0	1.417885034643447	0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
C_ali_apol	259	19.0	16.171265207194836	1.1749235298884726	0.6712237338772539	1.7121973304810891	0	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
C_ali_apol	259	60.0	49.07775352405073	1.2225498457380857	0.9902130395963245	1.5130039690900337	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
C_ali_apol	259	77.0	66.22311479327159	1.1627360060059175	0.9427842640252178	1.3989729078394368	0	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
C_pi_phenyl	303	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
C_pi_phenyl	303	0.0	0.0708405171022731	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;pi
C_pi_phenyl	303	0.0	1.553667916980544	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;pi
C_pi_phenyl	303	8.0	11.66534376091585	0.6857920489924695	0.2572038581854243	1.2446749978906733	0	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;pi
C_pi_phenyl	303	41.0	27.331373556838763	1.5001075564217707	0.996841487405346	1.9898093230074103	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;pi
C_pi_phenyl	303	44.0	30.24218691091772	1.4549212373300813	1.035207009162004	1.9439003406919029	+	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic;pi
C_ali_don	271	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
C_ali_don	271	0.0	0.113199952869216	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_don	271	1.0	1.7526926906552152	0.5705506763003425	0.0	1.934376493095452	0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_don	271	15.0	7.30537761895565	2.053281949598157	1.1516438686235084	2.986324026005211	+	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_don	271	21.0	21.924451084727163	0.9578346987500568	0.6052548833844459	1.3415770610356708	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_don	271	15.0	26.188128539919987	0.5727786152085929	0.3130725088947986	0.8495666030633225	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
N_pi_amide_don	265	0.0	0.4812499787172269	0.0	0.0	0.0	-	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_amide_don	265	0.0	6.616460117495644	0.0	0.0	0.0	-	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_amide_don	265	0.0	4.560198869384857	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_amide_don	265	9.0	4.570958094631631	1.968952638303568	0.8780544881280178	3.159061553882492	0	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_amide_don	265	18.0	10.114623483852208	1.7796015866271877	1.0729195216815917	2.560462209764637	+	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
N_pi_amide_don	265	5.0	9.59184789539868	0.5212759892073099	0.0988760298813952	0.9980032585958636	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;hbond_weak;pi
S_mix	424	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
S_mix	424	0.0	0.0404307035724839	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
S_mix	424	0.0	0.0404307035724839	0.0	0.0		0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
S_mix	424	0.0	0.327771213147456	0.0	0.0	0.0	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
S_mix	424	2.0	1.42645899990259	1.4020732458041738	0.0	4.538902276366886	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
S_mix	424	1.0	2.394984271643906	0.4175392764953753	0.0	1.520626487689404	0	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hbond_weak
C_pi_pos	449	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
C_pi_pos	449	0.0	0.0				?	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
C_pi_pos	449	0.0	0.0401529485404539	0.0	0.0		0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_pos	449	0.0	0.2147385284715433	0.0	0.0	0.0	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_pos	449	0.0	0.3663212384786443	0.0	0.0	0.0	-	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_pos	449	0.0	0.2062589750145858	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_neg	401	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
C_pi_neg	401	0.0	0.0743531017528461	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_neg	401	0.0	0.3456631677917789	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_neg	401	0.0	0.9929146459650904	0.0	0.0	0.0	-	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_neg	401	1.0	2.7653516289057496	0.3616176653801167	0.0	1.252829361518212	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
C_pi_neg	401	1.0	2.4505840350657264	0.4080659898582826	0.0	1.3551419668681397	0	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;pi
Water	281	0.0	0.0				?	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
Water	281	0.0	0.0				?	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
Water	281	0.0	0.0				?	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
Water	281	0.0	0.0				?	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
Water	281	0.0	0.0				?	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
Water	281	0.0	0.0				?	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	
S_apol	359	0.0	0.0315145030517236	0.0	0.0		0	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
S_apol	359	0.0	0.0691482131317679	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
S_apol	359	0.0	0.16687535991049	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
S_apol	359	4.0	1.4947337630000024	2.6760618506213496	0.6501537294449284	5.3734063143808255	0	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
S_apol	359	8.0	3.478882742584483	2.2995888599731167	0.8199111578077053	3.694858635675935	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
S_apol	359	16.0	5.441408658105281	2.940415066265444	1.7368308402642614	4.14312099580475	+	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hydrophobic
O_pi_acc	267	0.0	1.759798166720422	0.0	0.0	0.0	-	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;pi
O_pi_acc	267	2.0	7.538609526260521	0.2653009143175621	0.0	0.6874512106310211	-	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;pi
O_pi_acc	267	11.0	14.117636012683008	0.7791672763143784	0.3950468883062011	1.28127024113371	0	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;pi
O_pi_acc	267	30.0	19.79988775506736	1.515160104497165	1.056417042516841	2.007357520783825	+	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;pi
O_pi_acc	267	20.0	17.677466232229506	1.1313838610838955	0.6927736455483456	1.5768569487000803	0	0.0	180.0	3.5	3.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;pi
O_pi_acc	267	0.0	1.1981332021160238	0.0	0.0	0.0	-	0.0	180.0	3.75	4.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	desolvation;hydrophobic;pi
C_ali_weak_pol	259	0.0	0.1060206625779392	0.0	0.0		0	0.0	180.0	2.5	2.75	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_weak_pol	259	0.0	0.0886805200166566	0.0	0.0		0	0.0	180.0	2.75	3.0	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_weak_pol	259	0.0	2.0245407588191044	0.0	0.0	0.0	-	0.0	180.0	3.0	3.25	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
C_ali_weak_pol	259	14.0	15.219000702630694	0.919902710667463	0.4755275533279617	1.4122330417110278	0	0.0	180.0	3.25	3.5	carbon_aromatic_pyrimidine_5	c1[nd2H0]c[cd2]c[nd2H0]1	3.0	hbond_weak;hydrophobic
